VNUM	LOCALE_NAME
168	Nymph Sword+8
169	Nymph Sword+9
170	Sting Sword+0
171	Sting Sword+1
172	Sting Sword+2
173	Sting Sword+3
174	Sting Sword+4
175	Sting Sword+5
176	Sting Sword+6
177	Sting Sword+7
178	Sting Sword+8
179	Sting Sword+9
180	Poison Sword+0
181	Poison Sword+1
182	Poison Sword+2
183	Poison Sword+3
184	Poison Sword+4
185	Poison Sword+5
186	Poison Sword+6
187	Poison Sword+7
188	Poison Sword+8
189	Poison Sword+9
190	Lion Sword+0
191	Lion Sword+1
192	Lion Sword+2
193	Lion Sword+3
194	Lion Sword+4
195	Lion Sword+5
196	Lion Sword+6
197	Lion Sword+7
198	Lion Sword+8
199	Lion Sword+9
200	Edge Blade+0
201	Edge Blade+1
202	Edge Blade+2
203	Edge Blade+3
204	Edge Blade+4
205	Edge Blade+5
206	Edge Blade+6
207	Edge Blade+7
208	Edge Blade+8
209	Edge Blade+9
210	Deadly Blade+0
211	Deadly Blade+1
212	Deadly Blade+2
213	Deadly Blade+3
214	Deadly Blade+4
215	Deadly Blade+5
216	Deadly Blade+6
217	Deadly Blade+7
218	Deadly Blade+8
219	Deadly Blade+9
220	Lunar Sword+0
221	Lunar Sword+1
222	Lunar Sword+2
223	Lunar Sword+3
224	Lunar Sword+4
225	Lunar Sword+5
226	Lunar Sword+6
227	Lunar Sword+7
228	Lunar Sword+8
229	Lunar Sword+9
230	Heavenly Sword+0
231	Heavenly Sword+1
232	Heavenly Sword+2
233	Heavenly Sword+3
234	Heavenly Sword+4
235	Heavenly Sword+5
236	Heavenly Sword+6
237	Heavenly Sword+7
238	Heavenly Sword+8
239	Heavenly Sword+9
240	Exorcism Sword+0
241	Exorcism Sword+1
242	Exorcism Sword+2
243	Exorcism Sword+3
244	Exorcism Sword+4
245	Exorcism Sword+5
246	Exorcism Sword+6
247	Exorcism Sword+7
248	Exorcism Sword+8
249	Exorcism Sword+9
250	Demon Blade+0
251	Demon Blade+1
252	Demon Blade+2
253	Demon Blade+3
254	Demon Blade+4
255	Demon Blade+5
256	Demon Blade+6
257	Demon Blade+7
258	Demon Blade+8
259	Demon Blade+9
260	Baron Sword+0
261	Baron Sword+1
262	Baron Sword+2
263	Baron Sword+3
264	Baron Sword+4
265	Baron Sword+5
266	Baron Sword+6
267	Baron Sword+7
268	Baron Sword+8
269	Baron Sword+9
270	Triton Sword+0
271	Triton Sword+1
272	Triton Sword+2
273	Triton Sword+3
274	Triton Sword+4
275	Triton Sword+5
276	Triton Sword+6
277	Triton Sword+7
278	Triton Sword+8
279	Triton Sword+9
280	Holy Sword+0
281	Holy Sword+1
282	Holy Sword+2
283	Holy Sword+3
284	Holy Sword+4
285	Holy Sword+5
286	Holy Sword+6
287	Holy Sword+7
288	Holy Sword+8
289	Holy Sword+9
290	Full Moon Sword+0
291	Full Moon Sword+1
292	Full Moon Sword+2
293	Full Moon Sword+3
294	Full Moon Sword+4
295	Full Moon Sword+5
296	Full Moon Sword+6
297	Full Moon Sword+7
298	Full Moon Sword+8
299	Full Moon Sword+9
300	Zodiac Blade+0
301	Zodiac Blade+1
302	Zodiac Blade+2
303	Zodiac Blade+3
304	Zodiac Blade+4
305	Zodiac Blade+5
306	Zodiac Blade+6
307	Zodiac Blade+7
308	Zodiac Blade+8
309	Zodiac Blade+9
310	Zodiac Sword+0
311	Zodiac Sword+1
312	Zodiac Sword+2
313	Zodiac Sword+3
314	Zodiac Sword+4
315	Zodiac Sword+5
316	Zodiac Sword+6
317	Zodiac Sword+7
318	Zodiac Sword+8
319	Zodiac Sword+9
460	Rune Sword +0
461	Rune Sword +1
462	Rune Sword +2
463	Rune Sword +3
464	Rune Sword +4
465	Rune Sword +5
466	Rune Sword +6
467	Rune Sword +7
468	Rune Sword +8
469	Rune Sword +9
470	Dragon Tooth Blade +0
471	Dragon Tooth Blade +1
472	Dragon Tooth Blade +2
473	Dragon Tooth Blade +3
474	Dragon Tooth Blade +4
475	Dragon Tooth Blade +5
476	Dragon Tooth Blade +6
477	Dragon Tooth Blade +7
478	Dragon Tooth Blade +8
479	Dragon Tooth Blade +9
500	Kyanite Sword+0
501	Kyanite Sword+1
502	Kyanite Sword+2
503	Kyanite Sword+3
504	Kyanite Sword+4
505	Kyanite Sword+5
506	Kyanite Sword+6
507	Kyanite Sword+7
508	Kyanite Sword+8
509	Kyanite Sword+9
1000	Dagger+0
1001	Dagger+1
1002	Dagger+2
1003	Dagger+3
1004	Dagger+4
1005	Dagger+5
1006	Dagger+6
1007	Dagger+7
1008	Dagger+8
1009	Dagger+9
1010	Cobra Dagger+0
1011	Cobra Dagger+1
1012	Cobra Dagger+2
1013	Cobra Dagger+3
1014	Cobra Dagger+4
1015	Cobra Dagger+5
1016	Cobra Dagger+6
1017	Cobra Dagger+7
1018	Cobra Dagger+8
1019	Cobra Dagger+9
1020	Scissor Dagger+0
1021	Scissor Dagger+1
1022	Scissor Dagger+2
1023	Scissor Dagger+3
1024	Scissor Dagger+4
1025	Scissor Dagger+5
1026	Scissor Dagger+6
1027	Scissor Dagger+7
1028	Scissor Dagger+8
1029	Scissor Dagger+9
1030	Lucky Knife+0
1031	Lucky Knife+1
1032	Lucky Knife+2
1033	Lucky Knife+3
1034	Lucky Knife+4
1035	Lucky Knife+5
1036	Lucky Knife+6
1037	Lucky Knife+7
1038	Lucky Knife+8
1039	Lucky Knife+9
1040	Cat Bite Knife+0
1041	Cat Bite Knife+1
1042	Cat Bite Knife+2
1043	Cat Bite Knife+3
1044	Cat Bite Knife+4
1045	Cat Bite Knife+5
1046	Cat Bite Knife+6
1047	Cat Bite Knife+7
1048	Cat Bite Knife+8
1049	Cat Bite Knife+9
1050	Devil Mask Dagger+0
1051	Devil Mask Dagger+1
1052	Devil Mask Dagger+2
1053	Devil Mask Dagger+3
1054	Devil Mask Dagger+4
1055	Devil Mask Dagger+5
1056	Devil Mask Dagger+6
1057	Devil Mask Dagger+7
1058	Devil Mask Dagger+8
1059	Devil Mask Dagger+9
1060	Devil Fist Dagger+0
1061	Devil Fist Dagger+1
1062	Devil Fist Dagger+2
1063	Devil Fist Dagger+3
1064	Devil Fist Dagger+4
1065	Devil Fist Dagger+5
1066	Devil Fist Dagger+6
1067	Devil Fist Dagger+7
1068	Devil Fist Dagger+8
1069	Devil Fist Dagger+9
1070	Bloody Dagger+0
1071	Bloody Dagger+1
1072	Bloody Dagger+2
1073	Bloody Dagger+3
1074	Bloody Dagger+4
1075	Bloody Dagger+5
1076	Bloody Dagger+6
1077	Bloody Dagger+7
1078	Bloody Dagger+8
1079	Bloody Dagger+9
1080	Rib Knife+0
1081	Rib Knife+1
1082	Rib Knife+2
1083	Rib Knife+3
1084	Rib Knife+4
1085	Rib Knife+5
1086	Rib Knife+6
1087	Rib Knife+7
1088	Rib Knife+8
1089	Rib Knife+9
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Dragon Knife+0
1101	Dragon Knife+1
1102	Dragon Knife+2
1103	Dragon Knife+3
1104	Dragon Knife+4
1105	Dragon Knife+5
1106	Dragon Knife+6
1107	Dragon Knife+7
1108	Dragon Knife+8
1109	Dragon Knife+9
1110	Lightning Knife+0
1111	Lightning Knife+1
1112	Lightning Knife+2
1113	Lightning Knife+3
1114	Lightning Knife+4
1115	Lightning Knife+5
1116	Lightning Knife+6
1117	Lightning Knife+7
1118	Lightning Knife+8
1119	Lightning Knife+9
1120	Siamese Knife+0
1121	Siamese Knife+1
1122	Siamese Knife+2
1123	Siamese Knife+3
1124	Siamese Knife+4
1125	Siamese Knife+5
1126	Siamese Knife+6
1127	Siamese Knife+7
1128	Siamese Knife+8
1129	Siamese Knife+9
1130	Devil Wing Chakram+0
1131	Devil Wing Chakram+1
1132	Devil Wing Chakram+2
1133	Devil Wing Chakram+3
1134	Devil Wing Chakram+4
1135	Devil Wing Chakram+5
1136	Devil Wing Chakram+6
1137	Devil Wing Chakram+7
1138	Devil Wing Chakram+8
1139	Devil Wing Chakram+9
1140	Saw Tooth Knife+0
1141	Saw Tooth Knife+1
1142	Saw Tooth Knife+2
1143	Saw Tooth Knife+3
1144	Saw Tooth Knife+4
1145	Saw Tooth Knife+5
1146	Saw Tooth Knife+6
1147	Saw Tooth Knife+7
1148	Saw Tooth Knife+8
1149	Saw Tooth Knife+9
1150	Sunlight Knife+0
1151	Sunlight Knife+1
1152	Sunlight Knife+2
1153	Sunlight Knife+3
1154	Sunlight Knife+4
1155	Sunlight Knife+5
1156	Sunlight Knife+6
1157	Sunlight Knife+7
1158	Sunlight Knife+8
1159	Sunlight Knife+9
1160	Rivulet Knife+0
1161	Rivulet Knife+1
1162	Rivulet Knife+2
1163	Rivulet Knife+3
1164	Rivulet Knife+4
1165	Rivulet Knife+5
1166	Rivulet Knife+6
1167	Rivulet Knife+7
1168	Rivulet Knife+8
1169	Rivulet Knife+9
1170	Black Leaf Dirk+0
1171	Black Leaf Dirk+1
1172	Black Leaf Dirk+2
1173	Black Leaf Dirk+3
1174	Black Leaf Dirk+4
1175	Black Leaf Dirk+5
1176	Black Leaf Dirk+6
1177	Black Leaf Dirk+7
1178	Black Leaf Dirk+8
1179	Black Leaf Dirk+9
1180	Zodiac Dagger+0
1181	Zodiac Dagger+1
1182	Zodiac Dagger+2
1183	Zodiac Dagger+3
1184	Zodiac Dagger+4
1185	Zodiac Dagger+5
1186	Zodiac Dagger+6
1187	Zodiac Dagger+7
1188	Zodiac Dagger+8
1189	Zodiac Dagger+9
1340	Five Element Blade +0
1341	Five Element Blade +1
1342	Five Element Blade +2
1343	Five Element Blade +3
1344	Five Element Blade +4
1345	Five Element Blade +5
1346	Five Element Blade +6
1347	Five Element Blade +7
1348	Five Element Blade +8
1349	Five Element Blade +9
1500	Kyanite Dagger+0
1501	Kyanite Dagger+1
1502	Kyanite Dagger+2
1503	Kyanite Dagger+3
1504	Kyanite Dagger+4
1505	Kyanite Dagger+5
1506	Kyanite Dagger+6
1507	Kyanite Dagger+7
1508	Kyanite Dagger+8
1509	Kyanite Dagger+9
2000	Bow+0
2001	Bow+1
2002	Bow+2
2003	Bow+3
2004	Bow+4
2005	Bow+5
2006	Bow+6
2007	Bow+7
2008	Bow+8
2009	Bow+9
2010	Long Bow+0
2011	Long Bow+1
2012	Long Bow+2
2013	Long Bow+3
2014	Long Bow+4
2015	Long Bow+5
2016	Long Bow+6
2017	Long Bow+7
2018	Long Bow+8
2019	Long Bow+9
2020	Composite Bow+0
2021	Composite Bow+1
2022	Composite Bow+2
2023	Composite Bow+3
2024	Composite Bow+4
2025	Composite Bow+5
2026	Composite Bow+6
2027	Composite Bow+7
2028	Composite Bow+8
2029	Composite Bow+9
2030	Battle Bow+0
2031	Battle Bow+1
2032	Battle Bow+2
2033	Battle Bow+3
2034	Battle Bow+4
2035	Battle Bow+5
2036	Battle Bow+6
2037	Battle Bow+7
2038	Battle Bow+8
2039	Battle Bow+9
2040	Horseback Long Bow+0
2041	Horseback Long Bow+1
2042	Horseback Long Bow+2
2043	Horseback Long Bow+3
2044	Horseback Long Bow+4
2045	Horseback Long Bow+5
2046	Horseback Long Bow+6
2047	Horseback Long Bow+7
2048	Horseback Long Bow+8
2049	Horseback Long Bow+9
2050	Horseback Battle Bow+0
2051	Horseback Battle Bow+1
2052	Horseback Battle Bow+2
2053	Horseback Battle Bow+3
2054	Horseback Battle Bow+4
2055	Horseback Battle Bow+5
2056	Horseback Battle Bow+6
2057	Horseback Battle Bow+7
2058	Horseback Battle Bow+8
2059	Horseback Battle Bow+9
2060	Copper Crafted Bow+0
2061	Copper Crafted Bow+1
2062	Copper Crafted Bow+2
2063	Copper Crafted Bow+3
2064	Copper Crafted Bow+4
2065	Copper Crafted Bow+5
2066	Copper Crafted Bow+6
2067	Copper Crafted Bow+7
2068	Copper Crafted Bow+8
2069	Copper Crafted Bow+9
2070	Black Ruin Bow+0
2071	Black Ruin Bow+1
2072	Black Ruin Bow+2
2073	Black Ruin Bow+3
2074	Black Ruin Bow+4
2075	Black Ruin Bow+5
2076	Black Ruin Bow+6
2077	Black Ruin Bow+7
2078	Black Ruin Bow+8
2079	Black Ruin Bow+9
2080	Red Eye Bow+0
2081	Red Eye Bow+1
2082	Red Eye Bow+2
2083	Red Eye Bow+3
2084	Red Eye Bow+4
2085	Red Eye Bow+5
2086	Red Eye Bow+6
2087	Red Eye Bow+7
2088	Red Eye Bow+8
2089	Red Eye Bow+9
2090	Thorn Leaf Bow+0
2091	Thorn Leaf Bow+1
2092	Thorn Leaf Bow+2
2093	Thorn Leaf Bow+3
2094	Thorn Leaf Bow+4
2095	Thorn Leaf Bow+5
2096	Thorn Leaf Bow+6
2097	Thorn Leaf Bow+7
2098	Thorn Leaf Bow+8
2099	Thorn Leaf Bow+9
2100	Bull's Horn Bow+0
2101	Bull's Horn Bow+1
2102	Bull's Horn Bow+2
2103	Bull's Horn Bow+3
2104	Bull's Horn Bow+4
2105	Bull's Horn Bow+5
2106	Bull's Horn Bow+6
2107	Bull's Horn Bow+7
2108	Bull's Horn Bow+8
2109	Bull's Horn Bow+9
2110	Unicorn Bow+0
2111	Unicorn Bow+1
2112	Unicorn Bow+2
2113	Unicorn Bow+3
2114	Unicorn Bow+4
2115	Unicorn Bow+5
2116	Unicorn Bow+6
2117	Unicorn Bow+7
2118	Unicorn Bow+8
2119	Unicorn Bow+9
2120	Giant Wing Bow+0
2121	Giant Wing Bow+1
2122	Giant Wing Bow+2
2123	Giant Wing Bow+3
2124	Giant Wing Bow+4
2125	Giant Wing Bow+5
2126	Giant Wing Bow+6
2127	Giant Wing Bow+7
2128	Giant Wing Bow+8
2129	Giant Wing Bow+9
2130	Divine Apricot Bow+0
2131	Divine Apricot Bow+1
2132	Divine Apricot Bow+2
2133	Divine Apricot Bow+3
2134	Divine Apricot Bow+4
2135	Divine Apricot Bow+5
2136	Divine Apricot Bow+6
2137	Divine Apricot Bow+7
2138	Divine Apricot Bow+8
2139	Divine Apricot Bow+9
2140	Yellow Dragon Bow+0
2141	Yellow Dragon Bow+1
2142	Yellow Dragon Bow+2
2143	Yellow Dragon Bow+3
2144	Yellow Dragon Bow+4
2145	Yellow Dragon Bow+5
2146	Yellow Dragon Bow+6
2147	Yellow Dragon Bow+7
2148	Yellow Dragon Bow+8
2149	Yellow Dragon Bow+9
2150	Hornbow+0
2151	Hornbow+1
2152	Hornbow+2
2153	Hornbow+3
2154	Hornbow+4
2155	Hornbow+5
2156	Hornbow+6
2157	Hornbow+7
2158	Hornbow+8
2159	Hornbow+9
2160	Giant Devil Bow+0
2161	Giant Devil Bow+1
2162	Giant Devil Bow+2
2163	Giant Devil Bow+3
2164	Giant Devil Bow+4
2165	Giant Devil Bow+5
2166	Giant Devil Bow+6
2167	Giant Devil Bow+7
2168	Giant Devil Bow+8
2169	Giant Devil Bow+9
2170	Crow Steel Bow+0
2171	Crow Steel Bow+1
2172	Crow Steel Bow+2
2173	Crow Steel Bow+3
2174	Crow Steel Bow+4
2175	Crow Steel Bow+5
2176	Crow Steel Bow+6
2177	Crow Steel Bow+7
2178	Crow Steel Bow+8
2179	Crow Steel Bow+9
2180	Blue Dragon Bow+0
2181	Blue Dragon Bow+1
2182	Blue Dragon Bow+2
2183	Blue Dragon Bow+3
2184	Blue Dragon Bow+4
2185	Blue Dragon Bow+5
2186	Blue Dragon Bow+6
2187	Blue Dragon Bow+7
2188	Blue Dragon Bow+8
2189	Blue Dragon Bow+9
2190	Ghost Crossbow+0
2191	Ghost Crossbow+1
2192	Ghost Crossbow+2
2193	Ghost Crossbow+3
2194	Ghost Crossbow+4
2195	Ghost Crossbow+5
2196	Ghost Crossbow+6
2197	Ghost Crossbow+7
2198	Ghost Crossbow+8
2199	Ghost Crossbow+9
2200	Zodiac Bow+0
2201	Zodiac Bow+1
2202	Zodiac Bow+2
2203	Zodiac Bow+3
2204	Zodiac Bow+4
2205	Zodiac Bow+5
2206	Zodiac Bow+6
2207	Zodiac Bow+7
2208	Zodiac Bow+8
2209	Zodiac Bow+9
2370	Phoenix Bow +0
2371	Phoenix Bow +1
2372	Phoenix Bow +2
2373	Phoenix Bow +3
2374	Phoenix Bow +4
2375	Phoenix Bow +5
2376	Phoenix Bow +6
2377	Phoenix Bow +7
2378	Phoenix Bow +8
2379	Phoenix Bow +9
2500	Kyanite Bow+0
2501	Kyanite Bow+1
2502	Kyanite Bow+2
2503	Kyanite Bow+3
2504	Kyanite Bow+4
2505	Kyanite Bow+5
2506	Kyanite Bow+6
2507	Kyanite Bow+7
2508	Kyanite Bow+8
2509	Kyanite Bow+9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Spear+0
3011	Spear+1
3012	Spear+2
3013	Spear+3
3014	Spear+4
3015	Spear+5
3016	Spear+6
3017	Spear+7
3018	Spear+8
3019	Spear+9
3020	Guillotine Blade+0
3021	Guillotine Blade+1
3022	Guillotine Blade+2
3023	Guillotine Blade+3
3024	Guillotine Blade+4
3025	Guillotine Blade+5
3026	Guillotine Blade+6
3027	Guillotine Blade+7
3028	Guillotine Blade+8
3029	Guillotine Blade+9
3030	Spider Spear+0
3031	Spider Spear+1
3032	Spider Spear+2
3033	Spider Spear+3
3034	Spider Spear+4
3035	Spider Spear+5
3036	Spider Spear+6
3037	Spider Spear+7
3038	Spider Spear+8
3039	Spider Spear+9
3040	Gisarme+0
3041	Gisarme+1
3042	Gisarme+2
3043	Gisarme+3
3044	Gisarme+4
3045	Gisarme+5
3046	Gisarme+6
3047	Gisarme+7
3048	Gisarme+8
3049	Gisarme+9
3050	War Scythe+0
3051	War Scythe+1
3052	War Scythe+2
3053	War Scythe+3
3054	War Scythe+4
3055	War Scythe+5
3056	War Scythe+6
3057	War Scythe+7
3058	War Scythe+8
3059	War Scythe+9
3060	Battle Pitchfork+0
3061	Battle Pitchfork+1
3062	Battle Pitchfork+2
3063	Battle Pitchfork+3
3064	Battle Pitchfork+4
3065	Battle Pitchfork+5
3066	Battle Pitchfork+6
3067	Battle Pitchfork+7
3068	Battle Pitchfork+8
3069	Battle Pitchfork+9
3070	Halberd+0
3071	Halberd+1
3072	Halberd+2
3073	Halberd+3
3074	Halberd+4
3075	Halberd+5
3076	Halberd+6
3077	Halberd+7
3078	Halberd+8
3079	Halberd+9
3080	Giant Axe+0
3081	Giant Axe+1
3082	Giant Axe+2
3083	Giant Axe+3
3084	Giant Axe+4
3085	Giant Axe+5
3086	Giant Axe+6
3087	Giant Axe+7
3088	Giant Axe+8
3089	Giant Axe+9
3090	Glacial Pick+0
3091	Glacial Pick+1
3092	Glacial Pick+2
3093	Glacial Pick+3
3094	Glacial Pick+4
3095	Glacial Pick+5
3096	Glacial Pick+6
3097	Glacial Pick+7
3098	Glacial Pick+8
3099	Glacial Pick+9
3100	Twelve Spirit Sword+0
3101	Twelve Spirit Sword+1
3102	Twelve Spirit Sword+2
3103	Twelve Spirit Sword+3
3104	Twelve Spirit Sword+4
3105	Twelve Spirit Sword+5
3106	Twelve Spirit Sword+6
3107	Twelve Spirit Sword+7
3108	Twelve Spirit Sword+8
3109	Twelve Spirit Sword+9
3110	Salvation Blade+0
3111	Salvation Blade+1
3112	Salvation Blade+2
3113	Salvation Blade+3
3114	Salvation Blade+4
3115	Salvation Blade+5
3116	Salvation Blade+6
3117	Salvation Blade+7
3118	Salvation Blade+8
3119	Salvation Blade+9
3120	Lion Slayer+0
3121	Lion Slayer+1
3122	Lion Slayer+2
3123	Lion Slayer+3
3124	Lion Slayer+4
3125	Lion Slayer+5
3126	Lion Slayer+6
3127	Lion Slayer+7
3128	Lion Slayer+8
3129	Lion Slayer+9
3130	Partisan+0
3131	Partisan+1
3132	Partisan+2
3133	Partisan+3
3134	Partisan+4
3135	Partisan+5
3136	Partisan+6
3137	Partisan+7
3138	Partisan+8
3139	Partisan+9
3140	Electromagnetic Blade+0
3141	Electromagnetic Blade+1
3142	Electromagnetic Blade+2
3143	Electromagnetic Blade+3
3144	Electromagnetic Blade+4
3145	Electromagnetic Blade+5
3146	Electromagnetic Blade+6
3147	Electromagnetic Blade+7
3148	Electromagnetic Blade+8
3149	Electromagnetic Blade+9
3150	Soul Stealing Blade+0
3151	Soul Stealing Blade+1
3152	Soul Stealing Blade+2
3153	Soul Stealing Blade+3
3154	Soul Stealing Blade+4
3155	Soul Stealing Blade+5
3156	Soul Stealing Blade+6
3157	Soul Stealing Blade+7
3158	Soul Stealing Blade+8
3159	Soul Stealing Blade+9
3160	Grudge Sword+0
3161	Grudge Sword+1
3162	Grudge Sword+2
3163	Grudge Sword+3
3164	Grudge Sword+4
3165	Grudge Sword+5
3166	Grudge Sword+6
3167	Grudge Sword+7
3168	Grudge Sword+8
3169	Grudge Sword+9
3170	Yellow Dragon Slayer+0
3171	Yellow Dragon Slayer+1
3172	Yellow Dragon Slayer+2
3173	Yellow Dragon Slayer+3
3174	Yellow Dragon Slayer+4
3175	Yellow Dragon Slayer+5
3176	Yellow Dragon Slayer+6
3177	Yellow Dragon Slayer+7
3178	Yellow Dragon Slayer+8
3179	Yellow Dragon Slayer+9
3180	Blue Dragon Slayer+0
3181	Blue Dragon Slayer+1
3182	Blue Dragon Slayer+2
3183	Blue Dragon Slayer+3
3184	Blue Dragon Slayer+4
3185	Blue Dragon Slayer+5
3186	Blue Dragon Slayer+6
3187	Blue Dragon Slayer+7
3188	Blue Dragon Slayer+8
3189	Blue Dragon Slayer+9
3190	Solar Blade +0
3191	Solar Blade +1
3192	Solar Blade +2
3193	Solar Blade +3
3194	Solar Blade +4
3195	Solar Blade +5
3196	Solar Blade +6
3197	Solar Blade +7
3198	Solar Blade +8
3199	Solar Blade +9
3200	Dragon God Blade+0
3201	Dragon God Blade+1
3202	Dragon God Blade+2
3203	Dragon God Blade+3
3204	Dragon God Blade+4
3205	Dragon God Blade+5
3206	Dragon God Blade+6
3207	Dragon God Blade+7
3208	Dragon God Blade+8
3209	Dragon God Blade+9
3210	Red Iron Blade+0
3211	Red Iron Blade+1
3212	Red Iron Blade+2
3213	Red Iron Blade+3
3214	Red Iron Blade+4
3215	Red Iron Blade+5
3216	Red Iron Blade+6
3217	Red Iron Blade+7
3218	Red Iron Blade+8
3219	Red Iron Blade+9
3220	Zodiac Glaive+0
3221	Zodiac Glaive+1
3222	Zodiac Glaive+2
3223	Zodiac Glaive+3
3224	Zodiac Glaive+4
3225	Zodiac Glaive+5
3226	Zodiac Glaive+6
3227	Zodiac Glaive+7
3228	Zodiac Glaive+8
3229	Zodiac Glaive+9
3500	Kyanite Blade+0
3501	Kyanite Blade+1
3502	Kyanite Blade+2
3503	Kyanite Blade+3
3504	Kyanite Blade+4
3505	Kyanite Blade+5
3506	Kyanite Blade+6
3507	Kyanite Blade+7
3508	Kyanite Blade+8
3509	Kyanite Blade+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Nine Blades+0
4011	Nine Blades+1
4012	Nine Blades+2
4013	Nine Blades+3
4014	Nine Blades+4
4015	Nine Blades+5
4016	Nine Blades+6
4017	Nine Blades+7
4018	Nine Blades+8
4019	Nine Blades+9
4020	Short Knife+0
4021	Short Knife+1
4022	Short Knife+2
4023	Short Knife+3
4024	Short Knife+4
4025	Short Knife+5
4026	Short Knife+6
4027	Short Knife+7
4028	Short Knife+8
4029	Short Knife+9
4030	Lunar Twin Dagger+0
4031	Lunar Twin Dagger+1
4032	Lunar Twin Dagger+2
4033	Lunar Twin Dagger+3
4034	Lunar Twin Dagger+4
4035	Lunar Twin Dagger+5
4036	Lunar Twin Dagger+6
4037	Lunar Twin Dagger+7
4038	Lunar Twin Dagger+8
