VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
154	?? ??	S_KNIGHT	MONSTER	POWER	21	0		0	ANIMAL		0	bear	0	35	15	23	8	54	66	1000	8	10	0	0	220	26	100	100	40	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	?? ??	S_KNIGHT	MONSTER	POWER	24	0	AGGR	0	ANIMAL		0	tiger	0	25	17	45	9	59	72	1200	15	20	0	0	250	29	100	130	50	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	??? ??	PAWN	MONSTER	MELEE	1	0		0	ANIMAL		0	stray_dog	0	3	6	5	2	24	29	101	6	7	0	0	11	4	100	100	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	??? ??	PAWN	MONSTER	MELEE	3	0		0	ANIMAL		0	wolf	0	4	9	7	2	28	34	129	6	7	0	0	27	6	100	100	25	2000	175	30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	??? ????	PAWN	MONSTER	MELEE	4	0		0	ANIMAL		0	wolf	0	8	5	10	3	30	36	145	6	7	0	0	36	7	100	130	25	2000	175	30069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	??? ????	PAWN	MONSTER	MELEE	6	0		0	ANIMAL		0	wolf	0	9	12	6	3	30	46	180	6	7	0	0	53	9	100	100	25	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	??? ?? ????	PAWN	MONSTER	MELEE	9	0		0	ANIMAL		0	wolf	0	14	8	16	4	40	49	238	6	7	0	0	78	13	80	100	25	2000	175	30027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	??? ????	PAWN	MONSTER	MELEE	13	0		0	ANIMAL		0	wolf	0	21	21	10	5	48	59	329	6	7	0	0	111	17	100	100	25	2000	175	30070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	??? ?? ????	S_PAWN	MONSTER	MELEE	16	0		0	ANIMAL		0	wolf	0	23	24	12	6	54	66	491	6	12	0	0	164	20	80	130	25	2000	175	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	??? ???	PAWN	MONSTER	MELEE	7	0		0	ANIMAL		0	wild_boar	0	14	7	10	3	36	44	198	6	7	0	0	61	11	80	100	30	2000	175	30004	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	??? ?? ???	S_PAWN	MONSTER	MELEE	10	0		0	ANIMAL		0	wild_boar	0	22	9	13	4	42	52	311	3	7	0	0	103	14	80	100	30	2000	175	30003	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	??? ?	PAWN	MONSTER	POWER	12	0		0	ANIMAL		0	bear	0	20	10	20	5	47	56	305	6	7	0	0	103	16	100	70	40	2000	175	30010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	??? ???	S_PAWN	MONSTER	TANKER	15	0		0	ANIMAL		0	bear	0	14	17	34	6	53	64	458	6	7	0	0	154	19	100	100	40	2000	175	30071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	??? ???	PAWN	MONSTER	POWER	19	0		0	ANIMAL		0	bear	0	36	14	21	7	60	74	499	6	7	0	0	270	24	100	100	40	2000	175	30053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	??? ??	S_PAWN	MONSTER	POWER	21	0		0	ANIMAL		0	bear	0	35	15	23	8	65	79	676	6	12	0	0	357	26	100	100	40	2000	175	30072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	??? ???	PAWN	MONSTER	POWER	18	0		0	ANIMAL		0	tiger	0	18	20	27	7	59	72	468	6	12	0	0	256	22	100	100	50	2000	175	30038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	??? ??	S_PAWN	MONSTER	POWER	24	0	AGGR	0	ANIMAL		0	tiger	0	25	17	45	9	71	86	805	10	22	0	0	407	29	100	130	50	2000	175	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	???	S_KNIGHT	MONSTER	MELEE	30	0		0	ANIMAL	"STUN,SLOW,CURSE,TERROR"	0	mountain_dog_god	0	39	20	30	10	52	96	2940	4	12	0	0	2420	35	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	??	S_KNIGHT	MONSTER	MELEE	31	0		0	ANIMAL	"STUN,SLOW,CURSE,TERROR"	0	wild_boar_god	0	30	20	41	10	68	84	3069	14	17	0	0	2500	37	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	??	S_KNIGHT	MONSTER	TANKER	33	0		0	ANIMAL	"STUN,SLOW,CURSE,TERROR"	0	bear	0	32	22	43	11	72	88	3385	19	22	0	0	2660	39	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	??	S_KNIGHT	MONSTER	POWER	35	0		0	ANIMAL	"STUN,SLOW,CURSE,TERROR"	0	tiger	0	23	45	34	11	67	100	3616	24	27	0	0	2820	41	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	백결단원	PAWN	MONSTER	MELEE	18	0		0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	49	60	613	6	5	0	0	365	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	백결궁병	PAWN	MONSTER	RANGE	20	0		0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	46	70	506	6	7	0	0	405	25	60	130	35	2000	650	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	백결장수 일령	S_PAWN	MONSTER	MELEE	25	0		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	47	88	1115	8	12	0	0	848	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	백결장수 이령	S_PAWN	MONSTER	MELEE	25	0	AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	61	74	1115	8	12	0	0	848	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	???? ??	S_PAWN	MONSTER	MELEE	18	0	AGGR	0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	56	69	1450	12	7	0	0	558	22	110	120	35	2000	150	30034	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	???? ??	S_PAWN	MONSTER	RANGE	20	0	AGGR	0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	53	80	1622	12	7	0	0	606	25	70	130	35	2000	650	30031	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	???? ??	KNIGHT	MONSTER	MELEE	25	0	AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	53	99	3207	10	7	0	0	1452	30	110	120	35	2000	150	30011	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	???? ??	KNIGHT	MONSTER	MELEE	25	0	AGGR	0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	53	99	3207	10	7	0	0	1452	30	110	120	35	2000	150	30073	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	소심한 백결단원	S_PAWN	MONSTER	MELEE	18	0		0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	59	72	490	6	5	0	0	256	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	소심한 백결궁병	S_PAWN	MONSTER	RANGE	20	0		0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	55	84	404	6	7	0	0	284	25	60	130	35	2000	650	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	소심한 백결장수 일령	KNIGHT	MONSTER	MELEE	25	0		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	56	106	892	8	12	0	0	594	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	소심한 백결장수 이령	KNIGHT	MONSTER	MELEE	25	0		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	73	89	892	8	12	0	0	594	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	??	S_KNIGHT	MONSTER	MAGIC	23	0		0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	44	82	2076	9	17	0	0	2604	28	100	150	100	2000	175	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	??	S_KNIGHT	MONSTER	MAGIC	26	0		0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	48	89	2453	14	22	0	0	2940	31	100	150	100	2000	175	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	??	S_KNIGHT	MONSTER	MAGIC	28	0		0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	51	94	2692	19	27	0	0	3164	33	100	150	100	2000	175	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	??	S_KNIGHT	MONSTER	MAGIC	31	0		0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	55	101	3069	19	32	0	0	3500	37	100	150	100	2000	175	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	??? ??	S_KNIGHT	MONSTER	MAGIC	23	0		0	HUMAN	SLOW	0	bksecond	0	32	16	24	8	71	86	392	9	17	0	0	1823	28	100	150	100	2000	175	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	??? ??	S_KNIGHT	MONSTER	MAGIC	26	0		0	HUMAN	SLOW	0	bkthird	0	36	18	27	9	66	101	324	14	22	0	0	2058	31	100	150	100	2000	175	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	??? ??	S_KNIGHT	MONSTER	MAGIC	28	0		0	HUMAN	SLOW	0	bkfourth	0	38	19	29	10	68	127	714	19	27	0	0	2215	33	100	150	100	2000	175	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	??? ??	S_KNIGHT	MONSTER	MAGIC	31	0		0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	88	107	714	19	32	0	0	2450	37	100	150	100	2000	175	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	흑풍단원	PAWN	MONSTER	MELEE	26	0		0	"HUMAN,ATT_WIND"		0	thief1	0	36	18	27	9	62	75	981	6	5	0	0	735	31	100	110	50	2000	175	30032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
